,x,,,,214290_s_at,ACAA1,2.340004946,,,,
235953_at,-4.903097289,,,,,,,,,,
230745_s_at,-4.901755661,,,,,,,,,,
225341_at,-4.90097787,,,,,,,,,,
222497_x_at,-4.900010419,,,,,,,,,,
228131_at,-4.899416457,,,,,,,,,,
211707_s_at,-4.89756621,,,,,,,,,,
205122_at,-4.895609629,,,,,,,,,,
220969_s_at,-4.887253873,,,,,,,,,,
204184_s_at,-4.88689246,,,,,,,,,,
243041_s_at,-4.885431084,,,,,,,,,,
211178_s_at,-4.882618681,,,,,,,,,,
203103_s_at,-4.880943025,,,,,,,,,,
213532_at,-4.876557082,,,,,,,,,,
225545_at,-4.874967971,,,,,,,,,,
217027_x_at,-4.870387222,,,,,,,,,,
221501_x_at,-4.868947691,,,,,,,,,,
215616_s_at,-4.865943583,,,,,,,,,,
223406_x_at,-4.862910072,,,,,,,,,,
221047_s_at,-4.861664773,,,,,,,,,,
1552873_s_at,-4.858878455,,,,,,,,,,
203435_s_at,-4.848349535,,,,,,,,,,
204286_s_at,-4.837919041,,,,,,,,,,
226150_at,-4.833222494,,,,,,,,,,
219446_at,-4.827169498,,,,,,,,,,
201349_at,-4.825385659,,,,,,,,,,
235970_at,-4.817721442,,,,,,,,,,
220618_s_at,-4.817671355,,,,,,,,,,
213141_at,-4.816028248,,,,,,,,,,
204136_at,-4.814113647,,,,,,,,,,
205856_at,-4.81073861,,,,,,,,,,
1557562_at,-4.809219742,,,,,,,,,,
207487_at,-4.805211477,,,,,,,,,,
219178_at,-4.802330047,,,,,,,,,,
203886_s_at,-4.8014458,,,,,,,,,,
225743_at,-4.798928792,,,,,,,,,,
1570531_at,-4.797744787,,,,,,,,,,
226347_at,-4.797317108,,,,,,,,,,
243529_at,-4.796140787,,,,,,,,,,
228293_at,-4.794590207,,,,,,,,,,
205004_at,-4.79429456,,,,,,,,,,
223249_at,-4.791088538,,,,,,,,,,
206183_s_at,-4.785597348,,,,,,,,,,
1565833_at,-4.78233913,,,,,,,,,,
227292_at,-4.780768963,,,,,,,,,,
218245_at,-4.78065965,,,,,,,,,,
201719_s_at,-4.778517113,,,,,,,,,,
242346_x_at,-4.777455813,,,,,,,,,,
228529_at,-4.773421559,,,,,,,,,,
226560_at,-4.771916694,,,,,,,,,,
225982_at,-4.767893501,,,,,,,,,,
227663_at,-4.766416222,,,,,,,,,,
207118_s_at,-4.759729178,,,,,,,,,,
201033_x_at,-4.755593503,,,,,,,,,,
48580_at,-4.744835941,,,,,,,,,,
226141_at,-4.742138463,,,,,,,,,,
218992_at,-4.735133178,,,,,,,,,,
206397_x_at,-4.728598455,,,,,,,,,,
1558466_at,-4.72699611,,,,,,,,,,
238835_at,-4.724158116,,,,,,,,,,
203777_s_at,-4.724098398,,,,,,,,,,
201892_s_at,-4.722425657,,,,,,,,,,
206885_x_at,-4.71942625,,,,,,,,,,
231006_at,-4.718666281,,,,,,,,,,
244561_at,-4.717829021,,,,,,,,,,
217593_at,-4.716023889,,,,,,,,,,
208823_s_at,-4.714191691,,,,,,,,,,
235580_at,-4.712957828,,,,,,,,,,
228828_at,-4.711774819,,,,,,,,,,
209997_x_at,-4.707857719,,,,,,,,,,
226664_at,-4.70220767,,,,,,,,,,
235980_at,-4.702053254,,,,,,,,,,
224730_at,-4.698824057,,,,,,,,,,
241368_at,-4.6987697,,,,,,,,,,
223291_at,-4.697985331,,,,,,,,,,
230703_at,-4.691346836,,,,,,,,,,
205570_at,-4.691286272,,,,,,,,,,
215876_at,-4.687469929,,,,,,,,,,
1552355_s_at,-4.683352712,,,,,,,,,,
218973_at,-4.682885202,,,,,,,,,,
228770_at,-4.678490825,,,,,,,,,,
1562144_at,-4.674691525,,,,,,,,,,
1563629_a_at,-4.668423147,,,,,,,,,,
220011_at,-4.667277832,,,,,,,,,,
205061_s_at,-4.665938149,,,,,,,,,,
213268_at,-4.665888756,,,,,,,,,,
238931_at,-4.665673262,,,,,,,,,,
225357_s_at,-4.661037152,,,,,,,,,,
214722_at,-4.660138032,,,,,,,,,,
202332_at,-4.658499148,,,,,,,,,,
213916_at,-4.656702721,,,,,,,,,,
238855_at,-4.655857675,,,,,,,,,,
213884_s_at,-4.654323412,,,,,,,,,,
223480_s_at,-4.653181622,,,,,,,,,,
221956_at,-4.652047442,,,,,,,,,,
236423_at,-4.651129943,,,,,,,,,,
204362_at,-4.65106097,,,,,,,,,,
227628_at,-4.650429293,,,,,,,,,,
242766_at,-4.65016941,,,,,,,,,,
210874_s_at,-4.64809794,,,,,,,,,,
208528_x_at,-4.643196596,,,,,,,,,,
220452_x_at,-4.641991445,,,,,,,,,,
207652_s_at,-4.641255329,,,,,,,,,,
223350_x_at,-4.634922776,,,,,,,,,,
226683_at,-4.634720387,,,,,,,,,,
237423_at,-4.633762308,,,,,,,,,,
234497_s_at,-4.628385186,,,,,,,,,,
217331_at,-4.627935576,,,,,,,,,,
209600_s_at,-4.626537662,,,,,,,,,,
220948_s_at,-4.625101691,,,,,,,,,,
240913_at,-4.624971645,,,,,,,,,,
232489_at,-4.624712723,,,,,,,,,,
230899_at,-4.623802799,,,,,,,,,,
223681_s_at,-4.620409211,,,,,,,,,,
226607_at,-4.616466352,,,,,,,,,,
227410_at,-4.609888423,,,,,,,,,,
220092_s_at,-4.604482473,,,,,,,,,,
230440_at,-4.60337772,,,,,,,,,,
215909_x_at,-4.603157802,,,,,,,,,,
225733_at,-4.601233392,,,,,,,,,,
213045_at,-4.600078843,,,,,,,,,,
240503_at,-4.598831905,,,,,,,,,,
200972_at,-4.592339418,,,,,,,,,,
1562257_x_at,-4.590091359,,,,,,,,,,
206249_at,-4.588110506,,,,,,,,,,
1569449_a_at,-4.587320236,,,,,,,,,,
1553802_a_at,-4.586120404,,,,,,,,,,
210886_x_at,-4.583780108,,,,,,,,,,
38290_at,-4.579255824,,,,,,,,,,
212505_s_at,-4.575831485,,,,,,,,,,
1560259_at,-4.572130703,,,,,,,,,,
233423_at,-4.571668108,,,,,,,,,,
36907_at,-4.566652934,,,,,,,,,,
229060_at,-4.564554939,,,,,,,,,,
1557055_s_at,-4.555421385,,,,,,,,,,
206769_at,-4.555066334,,,,,,,,,,
205933_at,-4.554144886,,,,,,,,,,
222141_at,-4.551285702,,,,,,,,,,
222169_x_at,-4.54906575,,,,,,,,,,
211465_x_at,-4.54405133,,,,,,,,,,
202585_s_at,-4.541402923,,,,,,,,,,
221602_s_at,-4.538202726,,,,,,,,,,
200943_at,-4.53770984,,,,,,,,,,
228203_at,-4.535293633,,,,,,,,,,
208381_s_at,-4.531097896,,,,,,,,,,
221616_s_at,-4.530749025,,,,,,,,,,
203565_s_at,-4.530211399,,,,,,,,,,
219709_x_at,-4.526393302,,,,,,,,,,
204099_at,-4.523755329,,,,,,,,,,
218331_s_at,-4.521212553,,,,,,,,,,
219641_at,-4.520336271,,,,,,,,,,
239939_at,-4.519620779,,,,,,,,,,
207144_s_at,-4.515359831,,,,,,,,,,
205343_at,-4.510179776,,,,,,,,,,
205446_s_at,-4.510159944,,,,,,,,,,
207530_s_at,-4.507486036,,,,,,,,,,
236080_at,-4.503960695,,,,,,,,,,
203781_at,-4.496852818,,,,,,,,,,
205142_x_at,-4.496841615,,,,,,,,,,
206139_at,-4.494686106,,,,,,,,,,
1564886_at,-4.48849903,,,,,,,,,,
228714_at,-4.487341205,,,,,,,,,,
223308_s_at,-4.483124518,,,,,,,,,,
226346_at,-4.482460774,,,,,,,,,,
222290_at,-4.480951813,,,,,,,,,,
218249_at,-4.478964989,,,,,,,,,,
243768_at,-4.477606192,,,,,,,,,,
1553279_at,-4.477167016,,,,,,,,,,
201244_s_at,-4.473543964,,,,,,,,,,
1553640_at,-4.472712332,,,,,,,,,,
221966_at,-4.472652349,,,,,,,,,,
1561526_at,-4.465849763,,,,,,,,,,
222743_s_at,-4.465464839,,,,,,,,,,
229481_at,-4.465075384,,,,,,,,,,
228076_s_at,-4.464241635,,,,,,,,,,
228216_at,-4.464141333,,,,,,,,,,
201753_s_at,-4.458695661,,,,,,,,,,
207715_at,-4.456566388,,,,,,,,,,
234157_at,-4.451353143,,,,,,,,,,
238618_at,-4.451274719,,,,,,,,,,
219200_at,-4.44797342,,,,,,,,,,
37145_at,-4.44322417,,,,,,,,,,
217550_at,-4.441579529,,,,,,,,,,
225909_at,-4.441457529,,,,,,,,,,
202257_s_at,-4.441329832,,,,,,,,,,
238999_at,-4.439152467,,,,,,,,,,
227049_at,-4.438336694,,,,,,,,,,
202524_s_at,-4.435923767,,,,,,,,,,
1552630_a_at,-4.434261956,,,,,,,,,,
229078_s_at,-4.433855112,,,,,,,,,,
1565913_at,-4.430982656,,,,,,,,,,
202603_at,-4.430591671,,,,,,,,,,
1565951_s_at,-4.430176466,,,,,,,,,,
227421_at,-4.425319732,,,,,,,,,,
224204_x_at,-4.424877707,,,,,,,,,,
206571_s_at,-4.423066001,,,,,,,,,,
226328_at,-4.418944972,,,,,,,,,,
235711_at,-4.418768898,,,,,,,,,,
242828_at,-4.418454854,,,,,,,,,,
212343_at,-4.416885877,,,,,,,,,,
232362_at,-4.410583584,,,,,,,,,,
212897_at,-4.408059528,,,,,,,,,,
242770_at,-4.407902022,,,,,,,,,,
1555274_a_at,-4.407736668,,,,,,,,,,
203646_at,-4.406741434,,,,,,,,,,
228092_at,-4.403662373,,,,,,,,,,
226288_s_at,-4.40095834,,,,,,,,,,
212838_at,-4.400574047,,,,,,,,,,
239879_at,-4.400118133,,,,,,,,,,
212049_at,-4.398052548,,,,,,,,,,
213807_x_at,-4.396879086,,,,,,,,,,
225557_at,-4.387455564,,,,,,,,,,
242707_at,-4.386409099,,,,,,,,,,
223388_s_at,-4.384282737,,,,,,,,,,
201992_s_at,-4.382934585,,,,,,,,,,
217612_at,-4.380268847,,,,,,,,,,
211379_x_at,-4.380231376,,,,,,,,,,
230838_s_at,-4.378680933,,,,,,,,,,
225107_at,-4.376672961,,,,,,,,,,
222132_s_at,-4.376607411,,,,,,,,,,
218402_s_at,-4.373115382,,,,,,,,,,
227423_at,-4.371227553,,,,,,,,,,
239920_at,-4.370099598,,,,,,,,,,
219873_at,-4.36772921,,,,,,,,,,
202816_s_at,-4.36516313,,,,,,,,,,
212248_at,-4.363613995,,,,,,,,,,
206495_s_at,-4.363257529,,,,,,,,,,
212087_s_at,-4.359143927,,,,,,,,,,
1569578_at,-4.357406389,,,,,,,,,,
230617_at,-4.355991203,,,,,,,,,,
1555834_at,-4.352624231,,,,,,,,,,
1568603_at,-4.352192546,,,,,,,,,,
225252_at,-4.350937192,,,,,,,,,,
1554339_a_at,-4.350461351,,,,,,,,,,
1553238_a_at,-4.346299983,,,,,,,,,,
220610_s_at,-4.343987044,,,,,,,,,,
229033_s_at,-4.33935109,,,,,,,,,,
1568854_at,-4.333829464,,,,,,,,,,
224341_x_at,-4.329465139,,,,,,,,,,
214213_x_at,-4.324805006,,,,,,,,,,
239014_at,-4.324394082,,,,,,,,,,
234941_s_at,-4.324069105,,,,,,,,,,
239884_at,-4.322064252,,,,,,,,,,
218087_s_at,-4.315637135,,,,,,,,,,
216697_at,-4.313261473,,,,,,,,,,
202530_at,-4.311626475,,,,,,,,,,
219041_s_at,-4.306682116,,,,,,,,,,
221506_s_at,-4.300615686,,,,,,,,,,
214742_at,-4.298808569,,,,,,,,,,
213995_at,-4.298656813,,,,,,,,,,
208959_s_at,-4.298416671,,,,,,,,,,
232523_at,-4.298253596,,,,,,,,,,
202386_s_at,-4.298026759,,,,,,,,,,
1561555_at,-4.293630343,,,,,,,,,,
218373_at,-4.291695026,,,,,,,,,,
223909_s_at,-4.291262517,,,,,,,,,,
211392_s_at,-4.289984366,,,,,,,,,,
239834_at,-4.284498089,,,,,,,,,,
223192_at,-4.280916092,,,,,,,,,,
223445_at,-4.279087276,,,,,,,,,,
200804_at,-4.276105281,,,,,,,,,,
243233_at,-4.274797865,,,,,,,,,,
1569905_at,-4.273011399,,,,,,,,,,
210795_s_at,-4.266797834,,,,,,,,,,
225271_at,-4.263375397,,,,,,,,,,
225921_at,-4.262680415,,,,,,,,,,
211540_s_at,-4.261365994,,,,,,,,,,
238393_at,-4.260839557,,,,,,,,,,
202994_s_at,-4.256176421,,,,,,,,,,
230992_at,-4.254310662,,,,,,,,,,
1560763_at,-4.253262074,,,,,,,,,,
201573_s_at,-4.251685496,,,,,,,,,,
231141_at,-4.248104881,,,,,,,,,,
222035_s_at,-4.24756148,,,,,,,,,,
1569615_at,-4.247469016,,,,,,,,,,
243846_x_at,-4.246106081,,,,,,,,,,
211277_x_at,-4.244494352,,,,,,,,,,
209966_x_at,-4.243412718,,,,,,,,,,
227016_at,-4.242423681,,,,,,,,,,
241839_at,-4.242349828,,,,,,,,,,
230947_at,-4.242263546,,,,,,,,,,
200087_s_at,-4.240135024,,,,,,,,,,
217961_at,-4.237628267,,,,,,,,,,
201320_at,-4.234120686,,,,,,,,,,
206332_s_at,-4.230806743,,,,,,,,,,
226729_at,-4.228671027,,,,,,,,,,
209917_s_at,-4.225559984,,,,,,,,,,
232508_at,-4.22314009,,,,,,,,,,
237388_at,-4.223106256,,,,,,,,,,
224462_s_at,-4.222052375,,,,,,,,,,
207490_at,-4.220034998,,,,,,,,,,
211037_s_at,-4.218881984,,,,,,,,,,
232589_at,-4.217577345,,,,,,,,,,
1558230_at,-4.217446945,,,,,,,,,,
1565672_at,-4.211022662,,,,,,,,,,
229712_at,-4.199923697,,,,,,,,,,
212208_at,-4.19956742,,,,,,,,,,
37872_at,-4.199098346,,,,,,,,,,
204947_at,-4.197767808,,,,,,,,,,
213533_at,-4.194315112,,,,,,,,,,
242515_x_at,-4.186250925,,,,,,,,,,
226911_at,-4.185783077,,,,,,,,,,
226201_at,-4.179486614,,,,,,,,,,
1555679_a_at,-4.177775291,,,,,,,,,,
242405_at,-4.175379224,,,,,,,,,,
1559347_at,-4.175036226,,,,,,,,,,
233754_x_at,-4.174879965,,,,,,,,,,
225219_at,-4.168117499,,,,,,,,,,
221592_at,-4.167285337,,,,,,,,,,
236026_at,-4.165799872,,,,,,,,,,
240583_at,-4.165370989,,,,,,,,,,
202738_s_at,-4.164008358,,,,,,,,,,
206407_s_at,-4.163636059,,,,,,,,,,
233458_at,-4.161101128,,,,,,,,,,
225796_at,-4.157559329,,,,,,,,,,
223911_at,-4.154954068,,,,,,,,,,
224900_at,-4.146524359,,,,,,,,,,
211366_x_at,-4.140903403,,,,,,,,,,
233931_at,-4.136620408,,,,,,,,,,
223740_at,-4.132884564,,,,,,,,,,
212850_s_at,-4.132587176,,,,,,,,,,
204783_at,-4.1322059,,,,,,,,,,
202461_at,-4.13203188,,,,,,,,,,
218114_at,-4.130851668,,,,,,,,,,
234981_x_at,-4.129680968,,,,,,,,,,
233665_x_at,-4.129671462,,,,,,,,,,
227019_at,-4.127411905,,,,,,,,,,
238521_at,-4.126840137,,,,,,,,,,
1559808_at,-4.124880742,,,,,,,,,,
204392_at,-4.124600763,,,,,,,,,,
224408_at,-4.119854092,,,,,,,,,,
205213_at,-4.118408545,,,,,,,,,,
226933_s_at,-4.117753936,,,,,,,,,,
1568929_at,-4.116128718,,,,,,,,,,
226008_at,-4.114572073,,,,,,,,,,
244133_at,-4.111892508,,,,,,,,,,
208940_at,-4.110996686,,,,,,,,,,
229966_at,-4.109322491,,,,,,,,,,
235952_at,-4.109080333,,,,,,,,,,
243904_at,-4.105879353,,,,,,,,,,
217810_x_at,-4.10523087,,,,,,,,,,
213611_at,-4.105100787,,,,,,,,,,
200043_at,-4.103837896,,,,,,,,,,
213239_at,-4.103813099,,,,,,,,,,
243105_at,-4.103653181,,,,,,,,,,
1563794_s_at,-4.101767408,,,,,,,,,,
213457_at,-4.097331648,,,,,,,,,,
205854_at,-4.094055681,,,,,,,,,,
223265_at,-4.093205942,,,,,,,,,,
207877_s_at,-4.092834828,,,,,,,,,,
240084_at,-4.090180971,,,,,,,,,,
233589_x_at,-4.08963045,,,,,,,,,,
215195_at,-4.088486585,,,,,,,,,,
225280_x_at,-4.087099576,,,,,,,,,,
207752_x_at,-4.082739226,,,,,,,,,,
33646_g_at,-4.080191162,,,,,,,,,,
223166_x_at,-4.075107028,,,,,,,,,,
220782_x_at,-4.070118784,,,,,,,,,,
223472_at,-4.067472333,,,,,,,,,,
243351_at,-4.067305016,,,,,,,,,,
221960_s_at,-4.066749645,,,,,,,,,,
226831_at,-4.066328988,,,,,,,,,,
228747_at,-4.065960554,,,,,,,,,,
205233_s_at,-4.065747454,,,,,,,,,,
204495_s_at,-4.063955922,,,,,,,,,,
229223_at,-4.060152153,,,,,,,,,,
1559351_at,-4.059081975,,,,,,,,,,
1553438_at,-4.058708828,,,,,,,,,,
210233_at,-4.055948274,,,,,,,,,,
211794_at,-4.055648971,,,,,,,,,,
219932_at,-4.053974226,,,,,,,,,,
1568807_a_at,-4.052024062,,,,,,,,,,
206878_at,-4.051667253,,,,,,,,,,
233323_at,-4.051143243,,,,,,,,,,
223622_s_at,-4.047609292,,,,,,,,,,
242297_at,-4.047339716,,,,,,,,,,
1554830_a_at,-4.045084851,,,,,,,,,,
233605_x_at,-4.0448147,,,,,,,,,,
232371_at,-4.044651873,,,,,,,,,,
220426_at,-4.039658406,,,,,,,,,,
1553034_at,-4.038012564,,,,,,,,,,
228549_at,-4.034726162,,,,,,,,,,
229405_at,-4.029257874,,,,,,,,,,
206710_s_at,-4.028541796,,,,,,,,,,
204917_s_at,-4.027879691,,,,,,,,,,
229418_at,-4.027819875,,,,,,,,,,
1562930_at,-4.023503776,,,,,,,,,,
206417_at,-4.02301174,,,,,,,,,,
225674_at,-4.020895718,,,,,,,,,,
1553909_x_at,-4.020166288,,,,,,,,,,
219032_x_at,-4.01985004,,,,,,,,,,
201512_s_at,-4.016825184,,,,,,,,,,
242554_at,-4.014015808,,,,,,,,,,
201778_s_at,-4.013420255,,,,,,,,,,
218876_at,-4.010758496,,,,,,,,,,
221522_at,-4.010637518,,,,,,,,,,
202787_s_at,-4.010135745,,,,,,,,,,
235474_at,-4.009136435,,,,,,,,,,
236044_at,-4.008995006,,,,,,,,,,
1554921_a_at,-4.008920167,,,,,,,,,,
218850_s_at,-4.008457724,,,,,,,,,,
208701_at,-4.006167217,,,,,,,,,,
213367_at,-4.00498518,,,,,,,,,,
209885_at,-4.004658444,,,,,,,,,,
226353_at,-4.00266007,,,,,,,,,,
238675_x_at,-3.997115826,,,,,,,,,,
1569898_a_at,-3.994252896,,,,,,,,,,
220741_s_at,-3.99409867,,,,,,,,,,
235366_at,-3.99280254,,,,,,,,,,
213103_at,-3.99266772,,,,,,,,,,
207708_at,-3.99215093,,,,,,,,,,
237137_at,-3.987451416,,,,,,,,,,
225602_at,-3.985893208,,,,,,,,,,
225168_at,-3.983838211,,,,,,,,,,
236147_at,-3.977804838,,,,,,,,,,
218153_at,-3.976774498,,,,,,,,,,
204491_at,-3.973095473,,,,,,,,,,
203215_s_at,-3.972299759,,,,,,,,,,
1562145_at,-3.972054687,,,,,,,,,,
226673_at,-3.968360886,,,,,,,,,,
205418_at,-3.968130435,,,,,,,,,,
202927_at,-3.962665247,,,,,,,,,,
211302_s_at,-3.961356821,,,,,,,,,,
223147_s_at,-3.958775674,,,,,,,,,,
202420_s_at,-3.958585556,,,,,,,,,,
1568799_at,-3.956243287,,,,,,,,,,
1563210_at,-3.954367589,,,,,,,,,,
217981_s_at,-3.950602577,,,,,,,,,,
201055_s_at,-3.950423616,,,,,,,,,,
211950_at,-3.949919686,,,,,,,,,,
1560382_at,-3.949282129,,,,,,,,,,
213405_at,-3.948222785,,,,,,,,,,
229782_at,-3.947423233,,,,,,,,,,
204130_at,-3.945950692,,,,,,,,,,
210841_s_at,-3.943775281,,,,,,,,,,
214157_at,-3.939903561,,,,,,,,,,
228327_x_at,-3.939814829,,,,,,,,,,
241437_s_at,-3.939739946,,,,,,,,,,
219565_at,-3.938032615,,,,,,,,,,
210880_s_at,-3.935357079,,,,,,,,,,
203257_s_at,-3.932280718,,,,,,,,,,
226595_at,-3.931693243,,,,,,,,,,
209853_s_at,-3.931020146,,,,,,,,,,
213122_at,-3.929754705,,,,,,,,,,
205791_x_at,-3.928709186,,,,,,,,,,
213466_at,-3.928677606,,,,,,,,,,
216243_s_at,-3.927905374,,,,,,,,,,
232699_at,-3.926188952,,,,,,,,,,
217168_s_at,-3.923490108,,,,,,,,,,
235149_at,-3.921215757,,,,,,,,,,
91920_at,-3.917921427,,,,,,,,,,
209431_s_at,-3.916037326,,,,,,,,,,
229362_at,-3.915775839,,,,,,,,,,
200733_s_at,-3.915702192,,,,,,,,,,
228082_at,-3.914441225,,,,,,,,,,
220841_s_at,-3.909932721,,,,,,,,,,
210916_s_at,-3.908705281,,,,,,,,,,
241345_at,-3.908133356,,,,,,,,,,
1557065_at,-3.907307241,,,,,,,,,,
212213_x_at,-3.905306598,,,,,,,,,,
219377_at,-3.904066967,,,,,,,,,,
229183_at,-3.903906045,,,,,,,,,,
218800_at,-3.900238637,,,,,,,,,,
223403_s_at,-3.900122585,,,,,,,,,,
205416_s_at,-3.899668446,,,,,,,,,,
230518_at,-3.898406072,,,,,,,,,,
202906_s_at,-3.897142661,,,,,,,,,,
226579_at,-3.896062583,,,,,,,,,,
214442_s_at,-3.892910757,,,,,,,,,,
225612_s_at,-3.892644664,,,,,,,,,,
233909_at,-3.891647924,,,,,,,,,,
238745_at,-3.889627356,,,,,,,,,,
218363_at,-3.889528773,,,,,,,,,,
213643_s_at,-3.885871318,,,,,,,,,,
234836_at,-3.885791097,,,,,,,,,,
230038_at,-3.884533589,,,,,,,,,,
212544_at,-3.880413218,,,,,,,,,,
235804_at,-3.879073478,,,,,,,,,,
226109_at,-3.877075693,,,,,,,,,,
231834_at,-3.87638464,,,,,,,,,,
37201_at,-3.876317823,,,,,,,,,,
1552684_a_at,-3.872203428,,,,,,,,,,
230656_s_at,-3.867283504,,,,,,,,,,
201682_at,-3.862022253,,,,,,,,,,
238459_x_at,-3.856063469,,,,,,,,,,
1554344_s_at,-3.854548297,,,,,,,,,,
217655_at,-3.853592034,,,,,,,,,,
226416_at,-3.850050695,,,,,,,,,,
230122_at,-3.848206517,,,,,,,,,,
241435_at,-3.847383581,,,,,,,,,,
1558702_at,-3.846148627,,,,,,,,,,
1557453_at,-3.84577873,,,,,,,,,,
1562004_x_at,-3.845052543,,,,,,,,,,
237179_at,-3.84491969,,,,,,,,,,
206706_at,-3.843941212,,,,,,,,,,
218948_at,-3.843742812,,,,,,,,,,
231965_at,-3.842573057,,,,,,,,,,
201702_s_at,-3.841283003,,,,,,,,,,
1563809_a_at,-3.838439153,,,,,,,,,,
201032_at,-3.837240136,,,,,,,,,,
223591_at,-3.83645813,,,,,,,,,,
220947_s_at,-3.835296841,,,,,,,,,,
1558775_s_at,-3.835134458,,,,,,,,,,
1555486_a_at,-3.833623927,,,,,,,,,,
236584_at,-3.832603863,,,,,,,,,,
209998_at,-3.83170002,,,,,,,,,,
233587_s_at,-3.831030547,,,,,,,,,,
1555261_at,-3.830451278,,,,,,,,,,
225162_at,-3.829302509,,,,,,,,,,
210954_s_at,-3.826589057,,,,,,,,,,
219933_at,-3.82471908,,,,,,,,,,
212390_at,-3.823444862,,,,,,,,,,
215285_s_at,-3.82036361,,,,,,,,,,
224596_at,-3.819819626,,,,,,,,,,
242413_at,-3.818421303,,,,,,,,,,
216038_x_at,-3.817849292,,,,,,,,,,
233892_at,-3.81781047,,,,,,,,,,
232769_at,-3.817687669,,,,,,,,,,
219835_at,-3.816599378,,,,,,,,,,
219857_at,-3.816588021,,,,,,,,,,
238377_s_at,-3.815645338,,,,,,,,,,
227112_at,-3.814719679,,,,,,,,,,
218987_at,-3.811593651,,,,,,,,,,
1555579_s_at,-3.811467249,,,,,,,,,,
225345_s_at,-3.810751305,,,,,,,,,,
209540_at,-3.810004716,,,,,,,,,,
228217_s_at,-3.807142015,,,,,,,,,,
242182_x_at,-3.805144141,,,,,,,,,,
227894_at,-3.80401427,,,,,,,,,,
218038_at,-3.803533892,,,,,,,,,,
229684_s_at,-3.797231891,,,,,,,,,,
222592_s_at,-3.795807748,,,,,,,,,,
218311_at,-3.795636709,,,,,,,,,,
220060_s_at,-3.795505239,,,,,,,,,,
239173_at,-3.794732749,,,,,,,,,,
231269_at,-3.79435436,,,,,,,,,,
222011_s_at,-3.794301664,,,,,,,,,,
213142_x_at,-3.794228564,,,,,,,,,,
229875_at,-3.792828452,,,,,,,,,,
225706_at,-3.791022374,,,,,,,,,,
200871_s_at,-3.790370998,,,,,,,,,,
222734_at,-3.78719275,,,,,,,,,,
228994_at,-3.785104286,,,,,,,,,,
209912_s_at,-3.781783433,,,,,,,,,,
227737_at,-3.781606004,,,,,,,,,,
1565812_at,-3.77813966,,,,,,,,,,
239640_at,-3.776981125,,,,,,,,,,
241224_x_at,-3.775852983,,,,,,,,,,
218219_s_at,-3.773617525,,,,,,,,,,
225789_at,-3.770986174,,,,,,,,,,
206178_at,-3.770781322,,,,,,,,,,
244485_at,-3.76904311,,,,,,,,,,
223642_at,-3.768562889,,,,,,,,,,
1554398_at,-3.767598925,,,,,,,,,,
223789_s_at,-3.765357741,,,,,,,,,,
214880_x_at,-3.764576261,,,,,,,,,,
203657_s_at,-3.764217645,,,,,,,,,,
212026_s_at,-3.764019664,,,,,,,,,,
238587_at,-3.759203227,,,,,,,,,,
230324_at,-3.75902804,,,,,,,,,,
232133_at,-3.758496112,,,,,,,,,,
243553_x_at,-3.758101566,,,,,,,,,,
212688_at,-3.757264413,,,,,,,,,,
201803_at,-3.749137358,,,,,,,,,,
235255_at,-3.749020988,,,,,,,,,,
239896_at,-3.748681676,,,,,,,,,,
208235_x_at,-3.748604314,,,,,,,,,,
244614_at,-3.745024236,,,,,,,,,,
226100_at,-3.741721408,,,,,,,,,,
214609_at,-3.740744716,,,,,,,,,,
218966_at,-3.73954771,,,,,,,,,,
1570134_at,-3.739492584,,,,,,,,,,
228253_at,-3.737368502,,,,,,,,,,
233575_s_at,-3.734701616,,,,,,,,,,
237345_at,-3.733377991,,,,,,,,,,
1569974_x_at,-3.730466299,,,,,,,,,,
241597_at,-3.730058132,,,,,,,,,,
227821_at,-3.728735085,,,,,,,,,,
1565809_x_at,-3.728325018,,,,,,,,,,
49327_at,-3.728058752,,,,,,,,,,
225392_at,-3.724625005,,,,,,,,,,
208987_s_at,-3.723666481,,,,,,,,,,
202282_at,-3.720249297,,,,,,,,,,
227700_x_at,-3.718476602,,,,,,,,,,
220284_at,-3.716464206,,,,,,,,,,
237746_at,-3.713730118,,,,,,,,,,
224789_at,-3.711181216,,,,,,,,,,
219910_at,-3.710443173,,,,,,,,,,
226154_at,-3.709824696,,,,,,,,,,
201409_s_at,-3.70652412,,,,,,,,,,
239609_s_at,-3.706352551,,,,,,,,,,
1559321_at,-3.7055951,,,,,,,,,,
225032_at,-3.704243275,,,,,,,,,,
228705_at,-3.695025733,,,,,,,,,,
229785_at,-3.693139259,,,,,,,,,,
224048_at,-3.693008628,,,,,,,,,,
222775_s_at,-3.692778686,,,,,,,,,,
203383_s_at,-3.692572524,,,,,,,,,,
207243_s_at,-3.690263884,,,,,,,,,,
218290_at,-3.687262055,,,,,,,,,,
239364_at,-3.684603871,,,,,,,,,,
235192_at,-3.683606238,,,,,,,,,,
206358_at,-3.683124665,,,,,,,,,,
1555742_at,-3.682145091,,,,,,,,,,
236461_at,-3.681742534,,,,,,,,,,
1560680_at,-3.679952178,,,,,,,,,,
215737_x_at,-3.673444679,,,,,,,,,,
223209_s_at,-3.67343482,,,,,,,,,,
207319_s_at,-3.672395591,,,,,,,,,,
213361_at,-3.670913629,,,,,,,,,,
1558953_s_at,-3.670392259,,,,,,,,,,
208553_at,-3.669099029,,,,,,,,,,
